DriverID,LapNumber,TireType,LapTime,TireWear,TrackTemperature,WeatherCondition,PitStopEvent,CumulativeRaceTime
1,1,Soft,84.97363880118368,-0.4452908412420719,21.83057352267168,Clear,0,84.97363880118368
1,2,Soft,84.7300861776347,14.427013306774356,21.83057352267168,Clear,0,169.7037249788184
1,3,Soft,84.7023629847291,29.12373803874952,21.83057352267168,Clear,0,254.40608796354752
1,4,Soft,85.23185734092199,46.20878792301615,21.83057352267168,Clear,0,339.6379453044695
1,5,Soft,85.5161655145475,58.298202574719085,21.83057352267168,Clear,0,425.154110819017
1,6,Soft,85.75785321401159,75.91602867216395,21.83057352267168,Clear,0,510.91196403302854
1,7,Soft,85.3897634191668,88.29617860693635,21.83057352267168,Clear,0,596.3017274521953
1,8,Soft,108.48609501536615,100.0,21.83057352267168,Clear,1,704.7878224675615
1,9,Soft,90.94266668890938,56.918424713352266,21.83057352267168,Clear,0,795.7304891564709
1,10,Soft,91.34992563965947,63.55022988542086,21.83057352267168,Clear,0,887.0804147961303
1,11,Soft,91.74258854550119,68.47837698375321,21.83057352267168,Clear,0,978.8230033416315
1,12,Soft,91.6199473577861,77.85297914889198,21.83057352267168,Clear,0,1070.4429506994177
1,13,Soft,92.04293964607338,83.97518238545757,21.83057352267168,Clear,0,1162.485890345491
1,14,Soft,116.07962809567329,90.71016407343421,21.83057352267168,Clear,1,1278.5655184411644
1,15,Soft,118.97779217144532,100.0,21.83057352267168,Clear,1,1397.5433106126097
1,16,Soft,86.74898059526562,100.0,21.83057352267168,Clear,0,1484.2922912078755
1,17,Soft,86.99100156305823,100.0,21.83057352267168,Clear,0,1571.2832927709337
1,18,Soft,87.13260061500347,100.0,21.83057352267168,Clear,0,1658.4158933859371
1,19,Soft,87.5955089060676,100.0,21.83057352267168,Clear,0,1746.0114022920047
1,20,Soft,111.72558845477484,100.0,21.83057352267168,Clear,1,1857.7369907467796
1,21,Soft,112.29856611342754,100.0,21.83057352267168,Clear,1,1970.0355568602072
1,22,Soft,116.51460002771961,100.0,21.83057352267168,Clear,1,2086.5501568879267
1,23,Soft,114.45489167444497,100.0,21.83057352267168,Clear,1,2201.0050485623715
1,24,Soft,114.41286956064543,100.0,21.83057352267168,Clear,1,2315.417918123017
1,25,Soft,114.01201993098275,100.0,21.83057352267168,Clear,1,2429.4299380539996
1,26,Soft,117.5420778677031,100.0,21.83057352267168,Clear,1,2546.9720159217027
1,27,Soft,117.18824158586163,100.0,21.83057352267168,Clear,1,2664.1602575075644
1,28,Soft,117.69461487657287,100.0,21.83057352267168,Clear,1,2781.8548723841373
1,29,Soft,119.39982414815648,100.0,21.83057352267168,Clear,1,2901.2546965322936
1,30,Soft,88.76250298656042,100.0,21.83057352267168,Clear,0,2990.017199518854
1,31,Soft,115.10951027172163,100.0,21.83057352267168,Clear,1,3105.1267097905757
1,32,Soft,92.6371213967552,100.0,21.83057352267168,Clear,0,3197.7638311873307
1,33,Soft,92.7465526884327,100.0,21.83057352267168,Clear,0,3290.510383875763
1,34,Soft,117.980978020805,100.0,21.83057352267168,Clear,1,3408.4913618965684
1,35,Soft,91.25485955372551,100.0,21.83057352267168,Clear,0,3499.746221450294
1,36,Soft,116.84651608298074,100.0,21.83057352267168,Clear,1,3616.5927375332744
1,37,Soft,90.29811114581865,100.0,21.83057352267168,Clear,0,3706.890848679093
1,38,Soft,90.38062407810354,100.0,21.83057352267168,Clear,0,3797.2714727571965
1,39,Soft,114.10074758207045,100.0,21.83057352267168,Clear,1,3911.372220339267
1,40,Soft,119.60654421685825,100.0,21.83057352267168,Clear,1,4030.9787645561255
1,41,Soft,115.29193120533688,100.0,21.83057352267168,Clear,1,4146.270695761463
1,42,Soft,93.73696423272027,100.0,21.83057352267168,Clear,0,4240.007659994183
1,43,Soft,117.96136684356969,100.0,21.83057352267168,Clear,1,4357.969026837753
1,44,Soft,92.14387426857857,100.0,21.83057352267168,Clear,0,4450.112901106331
1,45,Soft,118.149386184156,100.0,21.83057352267168,Clear,1,4568.262287290488
1,46,Soft,92.32671009008054,100.0,21.83057352267168,Clear,0,4660.588997380568
1,47,Soft,91.63217263668353,100.0,21.83057352267168,Clear,0,4752.221170017251
1,48,Soft,91.97362138900417,100.0,21.83057352267168,Clear,0,4844.194791406255
1,49,Soft,115.93193385661243,100.0,21.83057352267168,Clear,1,4960.126725262868
1,50,Soft,92.87464361460466,100.0,21.83057352267168,Clear,0,5053.0013688774725
1,51,Soft,92.80575679937265,100.0,21.83057352267168,Clear,0,5145.807125676845
1,52,Soft,92.46780704251998,100.0,21.83057352267168,Clear,0,5238.274932719365
1,53,Soft,92.95899129166739,100.0,21.83057352267168,Clear,0,5331.233924011032
1,54,Soft,92.6986375867844,100.0,21.83057352267168,Clear,0,5423.932561597817
1,55,Soft,92.72822786574646,100.0,21.83057352267168,Clear,0,5516.660789463564
1,56,Soft,92.96018116415905,100.0,21.83057352267168,Clear,0,5609.620970627722
1,57,Soft,93.49604298202539,100.0,21.83057352267168,Clear,0,5703.117013609748
1,58,Soft,94.59734812333001,100.0,21.83057352267168,Clear,0,5797.7143617330785
1,59,Soft,119.96488634372801,100.0,21.83057352267168,Clear,1,5917.679248076806
1,60,Soft,120.68425004324992,100.0,21.83057352267168,Clear,1,6038.363498120057
1,61,Soft,118.77756655959824,100.0,21.83057352267168,Clear,1,6157.141064679655
1,62,Soft,93.24406734017415,100.0,21.83057352267168,Clear,0,6250.385132019829
1,63,Soft,94.06933643618379,100.0,21.83057352267168,Clear,0,6344.454468456013
1,64,Soft,119.80015332735238,100.0,21.83057352267168,Clear,1,6464.254621783366
1,65,Soft,94.6139859001363,100.0,21.83057352267168,Clear,0,6558.868607683502
1,66,Soft,118.8820805679567,100.0,21.83057352267168,Clear,1,6677.750688251459
1,67,Soft,117.09038824229617,100.0,21.83057352267168,Clear,1,6794.841076493755
1,68,Soft,120.44318248782317,100.0,21.83057352267168,Clear,1,6915.284258981578
1,69,Soft,122.97075627045066,100.0,21.83057352267168,Clear,1,7038.255015252029
1,70,Soft,118.8679180857663,100.0,21.83057352267168,Clear,1,7157.122933337795
2,1,Hard,90.84018990673412,1.9180421144860345,27.427653651669054,Clear,0,7247.963123244529
2,2,Hard,90.92660681037415,5.701321079557355,27.427653651669054,Clear,0,7338.889730054903
2,3,Hard,91.49042155891587,13.858695251758446,27.427653651669054,Clear,0,7430.380151613819
2,4,Hard,91.13406404831322,21.599094730571057,27.427653651669054,Clear,0,7521.514215662132
2,5,Hard,91.4587653827726,26.06121816116154,27.427653651669054,Clear,0,7612.972981044905
2,6,Hard,92.32749268400534,36.73374523231793,27.427653651669054,Clear,0,7705.30047372891
2,7,Hard,91.46663173888582,42.73585507759257,27.427653651669054,Clear,0,7796.767105467796
